information,source_file_name,page_number
"DSM-5 Classification xix
293.84  (F06.4) Anxiety Disorder Due to Anot her Medical Condition (230)
300.09  (F41.8) Other Specified Anxiety Disorder (233)
300.00  (F41.9) Unspecified Anxiety Disorder (233)
Obsessive-Compulsive and Related Disorders  (235)
The following specifier applies to Obsessive-Compulsive and Rela ted Disorders where indicated:
aSpecify  if: With good or fair insight, With poor insight, With absent insight/delusional beliefs
300.3  (F42) Obsessive-Compulsive Disordera (237)
Specify  if: Tic-related
300.7  (F45.22) Body Dysmorphic Disordera (242)
Specify  if: With muscle dysmorphia
300.3  (F42) Hoarding Disordera (247)
Specify  if: With excessive acquisition
312.39  (F63.3) Trichotillomania (Hair-Pulling Disorder) (251)
698.4  (L98.1) Excoriation (Skin-Picking) Disorder (254)
___.__  (___.__) Substance/Medication-Induced Obsessive-Compulsive and 
Related Disorder (257)
Note:  See the criteria set and corresponding recording procedures for
substance-specific codes and ICD-9-CM and ICD-10-CM coding",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,20
"Specify  if: With onset during intoxicatio n, With onset during withdrawal,
With onset after medication use
294.8  (F06.8) Obsessive-Compulsive and Related Disorder Due to Another 
Medical Condition (260)
Specify  if: With obsessive-compulsive  disorder–like symptoms, With 
appearance preoccupations, With hoarding symptoms, With hair-
pulling symptoms, With skin-picking symptoms
300.3  (F42) Other Specified Obsessive-Compulsive and Related Disorder 
(263)
300.3  (F42) Unspecified Obsessive-Compulsive and Related Disorder (264)
Trauma- and Stressor-Related Disorders  (265)
313.89  (F94.1) Reactive Attachment Disorder (265)
Specify  if: Persistent
Specify  current severity: Severe
313.89  (F94.2) Disinhibited Social Enga gement Disorder (268)
Specify  if: Persistent
Specify  current severity: Severe
309.81  (F43.10) Posttraumatic Stress Disorder (includes Posttraumatic Stress 
Disorder for Children 6 Years and Younger) (271)
Specify  whether: With dissociative symptoms
Specify  if: With delayed expression
308.3  (F43.0) Acute Stress Disorder (280)",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,20
"xx DSM-5 Classification
___.__  (___.__) Adjustment Disorders (286)
Specify  whether:
309.0  (F43.21) With depressed mood
309.24  (F43.22) With anxiety
309.28  (F43.23) With mixed anxiety and depressed mood
309.3  (F43.24) With disturbance of conduct
309.4  (F43.25) With mixed disturbance of emotions and conduct
309.9  (F43.20) Unspecified
309.89  (F43.8) Other Specified Trauma- and Stressor-Related Disorder (289)
309.9  (F43.9) Unspecified Trauma- and Stress or-Related Disorder (290)
Dissociative Disorders  (291)
300.14  (F44.81) Dissociative Identity Disorder (292)
300.12  (F44.0) Dissociative Amnesia (298)
Specify  if: 
300.13  (F44.1) With dissociative fugue
300.6  (F48.1) Depersonalization/Derealization Disorder (302)
300.15  (F44.89) Other Specified Dissociative Disorder (306)
300.15  (F44.9) Unspecified Dissocia tive Disorder (307)
Somatic Symptom and Related Disorders (309)
300.82  (F45.1) Somatic Symptom Disorder (311)
Specify  if: With predominant pain
Specify  if: Persistent
Specify  current severity: Mild, Moderate, Severe
300.7  (F45.21) Illness Anxiety Disorder (315)
Specify  whether: Care seeking type, Care avoidant type
300.11  (___.__) Conversion Disorder (Functional Neurological Symptom 
Disorder) (318)
Specify  symptom type:
(F44.4) With weakness or paralysis
(F44.4) With abnormal movement
(F44.4) With swallowing symptoms
(F44.4) With speech symptom
(F44.5) With attacks or seizures
(F44.6) With anesthesia or sensory loss
(F44.6) With special sensory symptom
(F44.7) With mixed symptoms
Specify  if: Acute episode, Persistent
Specify  if: With psychological stressor (s pecify stressor), Without psycho-
logical stressor",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,21
"DSM-5 Classification xxi
316  (F54) Psychological Factors Affecting Other Medical Conditions (322)
Specify  current severity: Mild, Moderate, Severe, Extreme
300.19  (F68.10) Factitious Disorder (includes Fact itious Disorder Imposed on Self, 
Factitious Disorder Imposed on Another) (324)
Specify  Single episode, Recurrent episodes
300.89  (F45.8) Other Specified Somatic Symptom and Related Disorder (327)
300.82  (F45.9) Unspecified Somatic Symptom and Related Disorder (327)
Feeding and Eating Disorders  (329)
The following specifiers apply to Feedin g and Eating Disorders where indicated:
aSpecify  if: In remission
bSpecify  if: In partial remission, In full remission
cSpecify  current severity: Mild, Moderate, Severe, Extreme
307.52  (___.__) Picaa (329)
(F98.3) In children
(F50.8) In adults
307.53  (F98.21) Rumination Disordera (332)
307.59  (F50.8) Avoidant/Restrictive Food Intake Disordera (334)
307.1  (___.__) Anorexia Nervosab, c (338)
Specify  whether:
(F50.01) Restricting type
(F50.02) Binge-eating/purging type
307.51  (F50.2) Bulimia Nervosab, c (345)
307.51  (F50.8) Binge-Eating Disorderb, c (350)
307.59  (F50.8) Other Specified Feeding or Eating Disorder (353)
307.50  (F50.9) Unspecified Feeding or Eating Disorder (354)
Elimination Disorders  (355)
307.6  (F98.0) Enuresis (355)
Specify  whether: Nocturnal only, Diur nal only, Nocturnal and diurnal
307.7  (F98.1) Encopresis (357)
Specify  whether: With constipation an d overflow incontinence, Without
constipation and overflow incontinence
___.__  (___.__) Other Specified Elimination Disorder (359)
788.39  (N39.498) With urinary symptoms
787.60  (R15.9) With fecal symptoms
___.__  (___.__) Unspecified Elimination Disorder (360)
788.30  (R32) With urinary symptoms
787.60  (R15.9) With fecal symptoms",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,22
"xxii DSM-5 Classification
Sleep-Wake Disorders  (361)
The following specifiers apply to Sl eep-Wake Disorders where indicated:
aSpecify  if: Episodic, Persistent, Recurrent
bSpecify  if: Acute, Subacute, Persistent
cSpecify  current severity: Mi ld, Moderate, Severe
307.42  (F51.01) Insomnia Disordera (362)
Specify  if: With non–sleep disorder mental comorbidity, With other 
medical comorbidity, With other sleep disorder
307.44  (F51.11) Hypersomnolence Disorderb, c (368)
Specify  if: With mental disorder, With medical condition, With another
sleep disorder
___.__  (___.__) Narcolepsyc (372)
Specify  whether:
347.00  (G47.419) Narcolepsy without cataplexy bu t with hypocretin deficiency
347.01  (G47.411) Narcolepsy with cataplexy but without hypocretin deficiency 
347.00  (G47.419) Autosomal dominant cerebellar ataxia, deafness, and 
narcolepsy
347.00  (G47.419) Autosomal dominant narcolepsy, obesity, and type 2 diabetes
347.10  (G47.429) Narcolepsy secondary to another medical condition
Breathing-Related Sleep Disorders (378)
327.23  (G47.33) Obstructive Sleep Apnea Hypopneac (378)
___.__  (___.__) Central Sleep Apnea (383)
Specify  whether:
327.21  (G47.31) Idiopathic central sleep apnea
786.04  (R06.3) Cheyne-Stokes breathing
780.57  (G47.37) Central sleep apnea comorbid with opioid use
Note:  First code opioid use disorder, if present",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,23
"Specify  current severity
___.__  (___.__) Sleep-Related Hypoventilation (387)
Specify  whether:
327.24  (G47.34) Idiopathic hypoventilation
327.25  (G47.35) Congenital central alve olar hypoventilation
327.26  (G47.36) Comorbid sleep-related hypoventilation
Specify  current severity
___.__  (___.__) Circadian Rhythm Sleep-Wake Disordersa (390)
Specify  whether:
307.45  (G47.21) Delayed sleep phase type (391)
Specify  if: Familial, Overlapping with  non-24-hour sleep-wake type
307.45  (G47.22) Advanced sleep phase type (393)
Specify  if: Familial
307.45  (G47.23) Irregular sleep-wake type (394)
307.45  (G47.24) Non-24-hour sleep-wake type (396)",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,23
"DSM-5 Classification xxiii
307.45  (G47.26) Shift work type (397)
307.45  (G47.20) Unspecified type
Parasomnias (399)
___.__  (__.__) Non–Rapid Eye Movement Sleep  Arousal Disorders (399)
Specify  whether:
307.46  (F51.3) Sleepwalking type
Specify  if: With sleep-related eating , With sleep-related sexual 
 behavior (sexsomnia)
307.46  (F51.4) Sleep terror type
307.47  (F51.5) Nightmare Disorderb, c (404)
Specify  if: During sleep onset
Specify  if: With associated non–sleep disorder, With associated other
medical condition, With associated other sleep disorder
327.42  (G47.52) Rapid Eye Movement Sleep Behavior Disorder (407)
333.94  (G25.81) Restless Legs Syndrome (410)
___.__  (___.__) Substance/Medication-Induc ed Sleep Disorder (413)
Note:  See the criteria set and corresponding recording procedures for
substance-specific codes and ICD-9-CM and ICD-10-CM coding",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,24
"Specify  whether: Insomnia type, Dayt ime sleepiness type, Parasomnia
type, Mixed type
Specify  if: With onset during intoxicatio n, With onset during discontinua-
tion/withdrawal
780.52  (G47.09) Other Specified Insomnia Disorder (420)
780.52  (G47.00) Unspecified Insomnia Disorder (420)
780.54  (G47.19) Other Specified Hypersomnolence Disorder (421)
780.54  (G47.10) Unspecified Hypersomnolence Disorder (421)
780.59  (G47.8) Other Specified Sleep-Wake Disorder (421)
780.59  (G47.9) Unspecified Sleep-Wake Disorder (422)
Sexual Dysfunctions  (423)
The following specifiers apply to Sexual Dysfunctions where indicated:
aSpecify  whether: Lifelong, Acquired
bSpecify  whether: Generalized, Situational
cSpecify  current severity: Mi ld, Moderate, Severe
302.74  (F52.32) Delayed Ejaculationa, b, c (424)
302.72  (F52.21) Erectile Disordera, b, c (426)
302.73  (F52.31) Female Orgasmic Disordera, b, c (429)
Specify  if: Never experienced an orgasm under any situation
302.72  (F52.22) Female Sexual Interest/Arousal Disordera, b, c (433)
302.76  (F52.6) Genito-Pelvic Pain/Penetration Disordera, c (437)",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,24
"xxiv DSM-5 Classification
302.71  (F52.0) Male Hypoactive Sexual Desire Disordera, b, c (440)
302.75  (F52.4) Premature (Early) Ejaculationa, b, c (443)
___.__  (___.__) Substance/Medication-Induc ed Sexual Dysfunctionc (446)
Note:  See the criteria set and corresponding recording procedures for
substance-specific codes and IC D-9-CM and ICD-10-CM coding",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,25
"Specify  if: With onset during intoxicatio n, With onset during withdrawal,
With onset after medication use
302.79  (F52.8) Other Specified Sexual Dysfunction (450)
302.70  (F52.9) Unspecified Sexual Dysfunction (450)
Gender Dysphoria  (451)
___.__  (__.__) Gender Dysphoria (452)
302.6  (F64.2) Gender Dysphoria in Children
Specify  if: With a disorder of sex development
302.85  (F64.1) Gender Dysphoria in Adolescents and Adults
Specify  if: With a disorder of sex development
Specify  if: Posttransition
Note:  Code the disorder of sex develo pment if present, in addition to 
gender dysphoria",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,25
"302.6  (F64.8) Other Specified Gender Dysphoria (459)
302.6  (F64.9) Unspecified Gender Dysphoria (459)
Disruptive, Impulse-Contro l, and Conduct Disorders  (461)
313.81  (F91.3) Oppositional Defi ant Disorder (462)
Specify  current severity: Mild, Moderate, Severe
312.34  (F63.81) Intermittent Explosive Disorder (466)
___.__  (__.__) Conduct Disorder (469)
Specify  whether:
312.81  (F91.1) Childhood-onset type
312.82  (F91.2) Adolescent-onset type
312.89  (F91.9) Unspecified onset
Specify  if: With limited prosocial emotions
Specify  current severity: Mild, Moderate, Severe
301.7  (F60.2) Antisocial Personality Disorder (476)
312.33  (F63.1) Pyromania (476)
312.32  (F63.2) Kleptomania (478)
312.89  (F91.8) Other Specified Disruptive, Impulse-Control, and Conduct 
Disorder (479)
312.9  (F91.9) Unspecified Disruptive, Impulse-Control, and Conduct Disorder 
(480)",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,25
"DSM-5 Classification xxv
Substance-Related and Addictive Disorders  (481)
The following specifiers and note apply to Substance-Related and Addictive Disorders where
indicated:
aSpecify  if: In early remission, In sustained remission
bSpecify  if: In a controlled environment
cSpecify  if: With perceptual disturbances
dThe ICD-10-CM code indicates the comorbid pres ence of a moderate or severe substance use
disorder, which must be present in order to  apply the code for substance withdrawal",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,26
"Substance-Related Disorders (483)
Alcohol-Related Disorders (490)
___.__  (___.__) Alcohol Use Disordera, b (490)
Specify  current severity:
305.00  (F10.10) Mild
303.90  (F10.20) Moderate
303.90  (F10.20) Severe
303.00  (___.__) Alcohol Intoxi cation (497)
(F10.129) With use disorder, mild
(F10.229) With use disorder, moderate or severe
(F10.929) Without use disorder
291.81  (___.__) Alcohol Withdrawalc, d (499)
(F10.239) Without perceptual disturbances
(F10.232) With perceptual disturbances
___.__  (___.__) Other Alcohol-Induced Disorders (502)
291.9  (F10.99) Unspecified Alcohol-Related Disorder (503)
Caffeine-Related Disorders (503)
305.90  (F15.929) Caffeine Intoxication (503)
292.0  (F15.93) Caffeine Withdrawal (506)
___.__  (___.__) Other Caffeine-Induc ed Disorders (508)
292.9  (F15.99) Unspecified Caffeine-Related Disorder (509)
Cannabis-Related Disorders (509)
___.__  (___.__) Cannabis Use Disordera, b (509)
Specify  current severity:
305.20  (F12.10) Mild
304.30  (F12.20) Moderate
304.30  (F12.20) Severe",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,26
"xxvi DSM-5 Classification
292.89  (___.__) Cannabis Intoxicationc (516)
Without perceptual disturbances
(F12.129) With use disorder, mild
(F12.229) With use disorder, moderate or severe
(F12.929) Without use disorder
With perceptual disturbances
(F12.122) With use disorder, mild
(F12.222) With use disorder, moderate or severe
(F12.922) Without use disorder
292.0  (F12.288) Cannabis Withdrawald (517)
___.__  (___.__) Other Cannabis-Induced Disorders (519)
292.9  (F12.99) Unspecified Cannabis-Related Disorder (519)
Hallucinogen-Related Disorders (520)
___.__  (___.__) Phencyclidine Use Disordera, b (520)
Specify  current severity:
305.90  (F16.10) Mild
304.60  (F16.20) Moderate
304.60  (F16.20) Severe
___.__  (___.__) Other Hallucinogen Use Disordera, b (523)
Specify  the particular hallucinogen
Specify  current severity:
305.30  (F16.10) Mild
304.50  (F16.20) Moderate
304.50  (F16.20) Severe
292.89  (___.__) Phencyclidine Intoxication (527)
(F16.129) With use disorder, mild
(F16.229) With use disorder, moderate or severe
(F16.929) Without use disorder
292.89  (___.__) Other Hallucinogen Intoxication (529)
(F16.129) With use disorder, mild
(F16.229) With use disorder, moderate or severe
(F16.929) Without use disorder
292.89  (F16.983) Hallucinogen Persisting Pe rception Disorder (531)
___.__  (___.__) Other Phencyclidine-Induced Disorders (532)
___.__  (___.__) Other Hallucinogen-Induced Disorders (532)
292.9  (F16.99) Unspecified Phencyclidine-Related Disorder (533)
292.9  (F16.99) Unspecified Hallucinogen-R elated Disorder (533)
Inhalant-Related Disorders (533)
___.__  (___.__) Inhalant Use Disordera, b (533)
Specify  the particular inhalant
Specify  current severity:
305.90  (F18.10) Mild",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,27
"DSM-5 Classification xxvii
304.60  (F18.20) Moderate
304.60  (F18.20) Severe
292.89  (___.__) Inhalant Intoxication (538)
(F18.129) With use disorder, mild
(F18.229) With use disorder, moderate or severe
(F18.929) Without use disorder
___.__  (___.__) Other Inhalant-Induced Disorders (540)
292.9  (F18.99) Unspecified Inhalant-Related Disorder (540)
Opioid-Related Disorders (540)
___.__  (___.__) Opioid Use Disordera (541)
Specify  if: On maintenance therapy, In a controlled environment
Specify  current severity:
305.50  (F11.10) Mild
304.00  (F11.20) Moderate
304.00  (F11.20) Severe
292.89  (___.__) Opioid Intoxicationc (546)
Without perceptual disturbances
(F11.129) With use disorder, mild
(F11.229) With use disorder, moderate or severe
(F11.929) Without use disorder
With perceptual disturbances
(F11.122) With use disorder, mild
(F11.222) With use disorder, moderate or severe
(F11.922) Without use disorder
292.0  (F11.23) Opioid Withdrawald (547)
___.__  (___.__) Other Opioid-Induced Disorders (549)
292.9  (F11.99) Unspecified Opioid-Related Disorder (550)
Sedative-, Hypnotic-, or Anxiolytic-Related Disorders (550)
___.__  (___.__) Sedative, Hypnotic, or Anxiolytic Use Disordera, b (550)
Specify  current severity:
305.40  (F13.10) Mild
304.10  (F13.20) Moderate
304.10  (F13.20) Severe
292.89  (___.__) Sedative, Hypnotic, or Anxi olytic Intoxication (556)
(F13.129) With use disorder, mild
(F13.229) With use disorder, moderate or severe
(F13.929) Without use disorder
292.0  (___.__) Sedative, Hypnotic, or Anxiolytic Withdrawalc, d (557)
(F13.239) Without perceptual disturbances
(F13.232) With perceptual disturbances",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,28
